user_id,variant,converted,pre_spend,sessions,clicks
USR_05271,B (Treatment),0,15.38,3,1
USR_05272,B (Treatment),0,35.05,4,1
USR_05273,B (Treatment),0,70.72,3,2
USR_05274,B (Treatment),0,28.65,7,4
USR_05275,B (Treatment),0,99.44,6,3
USR_05276,B (Treatment),0,39.74,1,1
USR_05277,B (Treatment),0,27.36,4,0
USR_05278,B (Treatment),0,61.84,1,0
USR_05279,B (Treatment),0,37.0,3,1
USR_05280,B (Treatment),0,31.86,5,0
USR_05281,B (Treatment),0,133.43,3,0
USR_05282,B (Treatment),0,28.52,2,1
USR_05283,B (Treatment),0,34.18,8,2
USR_05284,B (Treatment),0,62.42,6,4
USR_05285,B (Treatment),0,98.52,2,3
USR_05286,B (Treatment),0,58.7,2,0
USR_05287,B (Treatment),0,46.45,4,3
USR_05288,B (Treatment),0,142.86,1,0
USR_05289,B (Treatment),0,33.06,7,3
USR_05290,B (Treatment),0,33.18,5,3
USR_05291,B (Treatment),0,28.83,11,7
USR_05292,B (Treatment),0,56.38,2,3
USR_05293,B (Treatment),0,22.9,3,2
USR_05294,B (Treatment),0,18.65,2,1
USR_05295,B (Treatment),0,34.11,4,2
USR_05296,B (Treatment),0,12.06,6,3
USR_05297,B (Treatment),0,51.75,7,1
USR_05298,B (Treatment),0,56.48,6,1
USR_05299,B (Treatment),0,62.79,2,1
USR_05300,B (Treatment),0,74.6,2,1
USR_05301,B (Treatment),0,34.79,6,1
USR_05302,B (Treatment),0,91.65,4,2
USR_05303,B (Treatment),1,86.14,2,0
USR_05304,B (Treatment),0,20.54,7,5
USR_05305,B (Treatment),0,42.24,5,3
USR_05306,B (Treatment),0,5.49,3,1
USR_05307,B (Treatment),0,92.44,5,2
USR_05308,B (Treatment),0,73.78,6,5
USR_05309,B (Treatment),0,105.5,5,4
USR_05310,B (Treatment),0,13.44,3,2
USR_05311,B (Treatment),0,59.75,1,0
USR_05312,B (Treatment),0,30.23,5,1
USR_05313,B (Treatment),0,8.27,6,2
USR_05314,B (Treatment),0,80.63,6,4
USR_05315,B (Treatment),0,17.18,4,2
USR_05316,B (Treatment),0,54.9,3,2
USR_05317,B (Treatment),0,29.99,4,0
USR_05318,B (Treatment),0,48.92,4,1
USR_05319,B (Treatment),0,75.25,8,4
USR_05320,B (Treatment),0,49.01,3,1
USR_05321,B (Treatment),0,22.57,5,2
USR_05322,B (Treatment),1,135.41,5,2
USR_05323,B (Treatment),0,35.14,4,3
USR_05324,B (Treatment),0,25.99,4,2
USR_05325,B (Treatment),0,41.36,5,1
USR_05326,B (Treatment),0,13.71,4,1
USR_05327,B (Treatment),0,27.72,5,3
USR_05328,B (Treatment),0,36.63,3,4
USR_05329,B (Treatment),0,51.6,3,3
USR_05330,B (Treatment),0,45.24,6,2
USR_05331,B (Treatment),0,59.85,5,0
USR_05332,B (Treatment),0,42.49,5,3
USR_05333,B (Treatment),0,85.53,6,2
USR_05334,B (Treatment),0,66.48,4,1
USR_05335,B (Treatment),0,56.92,6,3
USR_05336,B (Treatment),0,94.22,4,1
USR_05337,B (Treatment),0,94.22,4,1
USR_05338,B (Treatment),0,47.44,5,4
USR_05339,B (Treatment),0,33.95,5,3
USR_05340,B (Treatment),0,50.37,4,2
USR_05341,B (Treatment),0,40.07,3,3
USR_05342,B (Treatment),0,33.02,5,1
USR_05343,B (Treatment),0,49.08,5,3
USR_05344,B (Treatment),0,55.8,6,1
USR_05345,B (Treatment),0,64.48,6,1
USR_05346,B (Treatment),0,103.38,2,1
USR_05347,B (Treatment),0,52.24,5,0
USR_05348,B (Treatment),0,43.13,6,3
USR_05349,B (Treatment),0,79.4,4,0
USR_05350,B (Treatment),0,24.28,4,2
USR_05351,B (Treatment),0,12.18,7,2
USR_05352,B (Treatment),0,59.23,3,0
USR_05353,B (Treatment),0,35.04,5,3
USR_05354,B (Treatment),0,36.89,3,1
USR_05355,B (Treatment),0,23.85,3,1
USR_05356,B (Treatment),0,89.3,6,2
USR_05357,B (Treatment),0,12.61,2,0
USR_05358,B (Treatment),0,63.02,4,2
USR_05359,B (Treatment),0,43.53,5,3
USR_05360,B (Treatment),0,107.28,3,3
USR_05361,B (Treatment),1,79.62,4,3
USR_05362,B (Treatment),0,19.24,3,0
USR_05363,B (Treatment),0,66.51,6,1
USR_05364,B (Treatment),1,58.15,7,1
USR_05365,B (Treatment),0,41.41,5,1
USR_05366,B (Treatment),0,63.31,5,2
USR_05367,B (Treatment),0,27.67,4,1
USR_05368,B (Treatment),0,46.44,2,1
USR_05369,B (Treatment),0,44.04,4,0
USR_05370,B (Treatment),0,24.78,9,6
USR_05371,B (Treatment),0,35.1,3,2
USR_05372,B (Treatment),0,31.09,5,5
USR_05373,B (Treatment),0,55.78,3,4
USR_05374,B (Treatment),0,92.49,5,3
USR_05375,B (Treatment),0,16.04,3,0
USR_05376,B (Treatment),0,56.86,4,1
USR_05377,B (Treatment),0,30.3,3,1
USR_05378,B (Treatment),0,76.58,1,0
USR_05379,B (Treatment),0,56.42,6,3
USR_05380,B (Treatment),0,12.99,3,2
USR_05381,B (Treatment),1,49.11,5,0
USR_05382,B (Treatment),0,39.95,4,2
USR_05383,B (Treatment),0,17.42,5,0
USR_05384,B (Treatment),1,30.57,5,4
USR_05385,B (Treatment),0,47.69,4,0
USR_05386,B (Treatment),0,31.21,4,1
USR_05387,B (Treatment),0,82.03,5,2
USR_05388,B (Treatment),0,39.71,4,2
USR_05389,B (Treatment),0,29.05,3,0
USR_05390,B (Treatment),0,49.43,4,4
USR_05391,B (Treatment),0,53.63,6,2
USR_05392,B (Treatment),0,77.01,4,1
USR_05393,B (Treatment),0,45.23,5,1
USR_05394,B (Treatment),0,52.24,7,5
USR_05395,B (Treatment),0,35.03,6,0
USR_05396,B (Treatment),0,108.88,4,0
USR_05397,B (Treatment),0,56.21,3,1
USR_05398,B (Treatment),1,48.4,3,4
USR_05399,B (Treatment),0,31.21,2,0
USR_05400,B (Treatment),0,83.15,3,0
USR_05401,B (Treatment),0,11.88,7,4
USR_05402,B (Treatment),0,49.62,4,3
USR_05403,B (Treatment),0,27.94,7,6
USR_05404,B (Treatment),1,72.34,3,2
USR_05405,B (Treatment),0,53.97,1,0
USR_05406,B (Treatment),0,48.86,4,2
USR_05407,B (Treatment),0,20.84,6,2
USR_05408,B (Treatment),0,41.83,3,4
USR_05409,B (Treatment),0,55.35,4,1
USR_05410,B (Treatment),0,77.05,8,2
USR_05411,B (Treatment),0,59.9,6,2
USR_05412,B (Treatment),0,72.34,4,4
USR_05413,B (Treatment),0,15.05,3,1
USR_05414,B (Treatment),0,48.13,1,0
USR_05415,B (Treatment),0,78.91,8,3
USR_05416,B (Treatment),0,6.48,7,0
USR_05417,B (Treatment),0,37.58,3,2
USR_05418,B (Treatment),0,55.69,4,3
USR_05419,B (Treatment),0,85.41,6,2
USR_05420,B (Treatment),0,46.79,9,7
USR_05421,B (Treatment),0,43.39,4,3
USR_05422,B (Treatment),0,52.62,3,2
USR_05423,B (Treatment),0,56.03,3,2
USR_05424,B (Treatment),0,23.66,5,3
USR_05425,B (Treatment),0,31.17,9,4
USR_05426,B (Treatment),0,10.21,5,2
USR_05427,B (Treatment),1,27.94,6,1
USR_05428,B (Treatment),0,19.73,1,0
USR_05429,B (Treatment),0,23.5,3,1
USR_05430,B (Treatment),0,143.46,2,3
USR_05431,B (Treatment),1,82.39,3,0
USR_05432,B (Treatment),1,20.08,4,3
USR_05433,B (Treatment),0,16.39,3,1
USR_05434,B (Treatment),0,29.14,9,8
USR_05435,B (Treatment),0,15.95,3,2
USR_05436,B (Treatment),1,51.73,5,2
USR_05437,B (Treatment),0,51.15,2,0
USR_05438,B (Treatment),0,23.24,4,1
USR_05439,B (Treatment),0,66.81,3,2
USR_05440,B (Treatment),1,66.86,2,1
USR_05441,B (Treatment),1,27.05,3,3
USR_05442,B (Treatment),0,22.67,6,3
USR_05443,B (Treatment),0,32.96,3,0
USR_05444,B (Treatment),0,61.84,4,2
USR_05445,B (Treatment),1,136.29,6,5
USR_05446,B (Treatment),0,60.91,3,5
USR_05447,B (Treatment),0,18.8,6,4
USR_05448,B (Treatment),0,53.51,5,1
USR_05449,B (Treatment),0,46.85,8,4
USR_05450,B (Treatment),0,45.08,6,3
USR_05451,B (Treatment),0,16.31,5,2
USR_05452,B (Treatment),0,53.41,4,0
USR_05453,B (Treatment),0,42.72,4,1
USR_05454,B (Treatment),0,18.19,5,2
USR_05455,B (Treatment),1,115.84,3,2
USR_05456,B (Treatment),0,16.75,4,1
USR_05457,B (Treatment),0,57.89,4,1
USR_05458,B (Treatment),0,39.33,3,2
USR_05459,B (Treatment),0,34.19,4,2
USR_05460,B (Treatment),0,91.63,5,2
USR_05461,B (Treatment),0,76.27,4,0
USR_05462,B (Treatment),0,39.44,3,1
USR_05463,B (Treatment),0,24.22,4,3
USR_05464,B (Treatment),0,31.55,3,0
USR_05465,B (Treatment),0,35.85,2,0
USR_05466,B (Treatment),0,77.08,1,1
USR_05467,B (Treatment),0,55.16,2,1
USR_05468,B (Treatment),0,78.64,3,2
USR_05469,B (Treatment),0,15.84,4,3
USR_05470,B (Treatment),0,82.71,2,0
USR_05471,B (Treatment),1,99.71,6,2
USR_05472,B (Treatment),0,25.45,7,2
USR_05473,B (Treatment),0,71.24,9,2
USR_05474,B (Treatment),0,94.77,4,1
USR_05475,B (Treatment),0,29.33,6,6
USR_05476,B (Treatment),0,19.54,3,0
USR_05477,B (Treatment),0,50.36,5,1
USR_05478,B (Treatment),0,9.87,3,1
USR_05479,B (Treatment),0,82.04,4,1
USR_05480,B (Treatment),0,23.12,6,1
USR_05481,B (Treatment),0,36.79,5,1
USR_05482,B (Treatment),1,66.92,7,3
USR_05483,B (Treatment),0,61.54,3,2
USR_05484,B (Treatment),0,65.69,5,1
USR_05485,B (Treatment),0,25.36,2,1
USR_05486,B (Treatment),0,53.18,4,0
USR_05487,B (Treatment),1,73.83,4,2
USR_05488,B (Treatment),0,28.68,2,0
USR_05489,B (Treatment),0,120.95,2,1
USR_05490,B (Treatment),0,37.9,7,3
USR_05491,B (Treatment),0,9.19,6,1
USR_05492,B (Treatment),0,37.76,4,0
USR_05493,B (Treatment),0,94.01,5,0
USR_05494,B (Treatment),0,22.06,3,1
USR_05495,B (Treatment),0,20.76,2,2
USR_05496,B (Treatment),0,55.92,8,6
USR_05497,B (Treatment),0,19.45,3,1
USR_05498,B (Treatment),0,18.84,2,2
USR_05499,B (Treatment),0,24.1,8,6
USR_05500,B (Treatment),0,108.97,3,2
USR_05501,B (Treatment),1,59.82,5,2
USR_05502,B (Treatment),0,45.23,3,2
USR_05503,B (Treatment),0,25.23,6,2
USR_05504,B (Treatment),1,73.28,4,1
USR_05505,B (Treatment),0,63.65,3,2
USR_05506,B (Treatment),0,113.67,6,5
USR_05507,B (Treatment),0,21.85,3,1
USR_05508,B (Treatment),0,19.83,2,0
USR_05509,B (Treatment),0,9.43,6,1
USR_05510,B (Treatment),0,60.73,5,2
USR_05511,B (Treatment),0,50.92,5,2
USR_05512,B (Treatment),1,33.29,3,1
USR_05513,B (Treatment),0,9.26,5,3
USR_05514,B (Treatment),0,100.72,8,4
USR_05515,B (Treatment),0,49.22,8,3
USR_05516,B (Treatment),1,88.85,3,0
USR_05517,B (Treatment),0,94.03,9,5
USR_05518,B (Treatment),0,59.63,6,3
USR_05519,B (Treatment),0,65.21,4,3
USR_05520,B (Treatment),0,28.02,7,8
USR_05521,B (Treatment),0,46.67,3,1
USR_05522,B (Treatment),0,79.98,6,0
USR_05523,B (Treatment),0,24.15,7,3
USR_05524,B (Treatment),0,76.54,3,3
USR_05525,B (Treatment),0,73.54,6,2
USR_05526,B (Treatment),0,72.36,7,4
USR_05527,B (Treatment),0,44.57,12,5
USR_05528,B (Treatment),0,25.51,5,2
USR_05529,B (Treatment),0,120.54,3,3
USR_05530,B (Treatment),1,97.02,4,2
USR_05531,B (Treatment),1,45.27,5,3
USR_05532,B (Treatment),0,50.97,5,2
USR_05533,B (Treatment),1,36.25,4,3
USR_05534,B (Treatment),0,10.03,2,0
USR_05535,B (Treatment),0,40.93,5,4
USR_05536,B (Treatment),0,59.94,10,5
USR_05537,B (Treatment),0,29.27,5,2
USR_05538,B (Treatment),0,34.98,5,0
USR_05539,B (Treatment),0,34.76,1,0
USR_05540,B (Treatment),0,47.07,8,3
USR_05541,B (Treatment),0,37.26,5,1
USR_05542,B (Treatment),0,23.24,4,0
USR_05543,B (Treatment),0,46.97,4,2
USR_05544,B (Treatment),0,58.01,5,6
USR_05545,B (Treatment),0,49.8,6,2
USR_05546,B (Treatment),0,9.3,3,1
USR_05547,B (Treatment),1,64.92,6,2
USR_05548,B (Treatment),0,18.27,5,1
USR_05549,B (Treatment),1,57.39,2,0
USR_05550,B (Treatment),0,58.98,8,6
USR_05551,B (Treatment),0,13.27,6,6
USR_05552,B (Treatment),0,74.98,3,2
USR_05553,B (Treatment),0,119.79,3,0
USR_05554,B (Treatment),0,35.7,5,2
USR_05555,B (Treatment),0,57.4,2,1
USR_05556,B (Treatment),0,31.61,2,2
USR_05557,B (Treatment),0,18.08,5,3
USR_05558,B (Treatment),0,79.41,3,2
USR_05559,B (Treatment),0,58.31,5,2
USR_05560,B (Treatment),0,26.73,3,2
USR_05561,B (Treatment),0,18.71,4,2
USR_05562,B (Treatment),1,123.72,4,2
USR_05563,B (Treatment),0,15.11,2,2
USR_05564,B (Treatment),0,63.47,6,0
USR_05565,B (Treatment),0,48.71,9,8
USR_05566,B (Treatment),0,70.19,6,4
USR_05567,B (Treatment),0,104.52,5,2
USR_05568,B (Treatment),0,3.78,1,1
USR_05569,B (Treatment),0,20.4,2,2
USR_05570,B (Treatment),0,40.07,5,2
USR_05571,B (Treatment),0,109.52,6,4
USR_05572,B (Treatment),0,32.59,3,0
USR_05573,B (Treatment),0,28.33,5,2
USR_05574,B (Treatment),0,6.23,4,1
USR_05575,B (Treatment),0,26.38,3,0
USR_05576,B (Treatment),0,62.11,3,3
USR_05577,B (Treatment),0,40.25,6,2
USR_05578,B (Treatment),0,25.89,5,3
USR_05579,B (Treatment),0,124.64,5,2
USR_05580,B (Treatment),0,35.57,3,1
USR_05581,B (Treatment),0,47.07,5,2
USR_05582,B (Treatment),0,24.73,6,4
USR_05583,B (Treatment),0,17.97,3,2
USR_05584,B (Treatment),0,67.35,8,3
USR_05585,B (Treatment),0,11.14,5,4
USR_05586,B (Treatment),0,58.8,7,3
USR_05587,B (Treatment),0,2.44,4,3
USR_05588,B (Treatment),0,53.6,4,2
USR_05589,B (Treatment),0,19.42,3,1
USR_05590,B (Treatment),1,22.71,6,5
USR_05591,B (Treatment),0,35.77,2,1
USR_05592,B (Treatment),0,16.84,6,4
USR_05593,B (Treatment),0,8.67,4,3
USR_05594,B (Treatment),0,38.28,4,2
USR_05595,B (Treatment),0,69.49,5,2
USR_05596,B (Treatment),1,50.34,4,4
USR_05597,B (Treatment),1,85.28,6,1
USR_05598,B (Treatment),0,9.72,8,6
USR_05599,B (Treatment),0,32.76,3,1
USR_05600,B (Treatment),0,44.35,5,3
USR_05601,B (Treatment),0,22.73,3,1
USR_05602,B (Treatment),0,45.64,4,1
USR_05603,B (Treatment),0,82.43,3,0
USR_05604,B (Treatment),0,59.88,3,4
USR_05605,B (Treatment),0,89.71,5,0
USR_05606,B (Treatment),0,52.21,1,0
USR_05607,B (Treatment),0,40.4,2,0
USR_05608,B (Treatment),0,105.22,4,3
USR_05609,B (Treatment),0,46.86,2,1
USR_05610,B (Treatment),0,119.11,3,0
USR_05611,B (Treatment),0,76.02,5,2
USR_05612,B (Treatment),0,26.64,2,0
USR_05613,B (Treatment),0,37.69,2,0
USR_05614,B (Treatment),0,104.66,4,2
USR_05615,B (Treatment),0,85.3,5,2
USR_05616,B (Treatment),0,68.84,3,1
USR_05617,B (Treatment),0,64.22,4,1
USR_05618,B (Treatment),0,15.56,2,1
USR_05619,B (Treatment),0,18.63,5,4
USR_05620,B (Treatment),0,50.58,3,2
USR_05621,B (Treatment),0,23.08,4,0
USR_05622,B (Treatment),0,35.97,8,5
USR_05623,B (Treatment),1,34.21,2,0
USR_05624,B (Treatment),0,62.21,6,3
USR_05625,B (Treatment),0,51.86,2,2
USR_05626,B (Treatment),1,81.3,7,3
USR_05627,B (Treatment),0,52.5,4,1
USR_05628,B (Treatment),0,49.95,7,6
USR_05629,B (Treatment),0,43.32,3,0
USR_05630,B (Treatment),0,88.97,4,0
USR_05631,B (Treatment),0,43.63,4,3
USR_05632,B (Treatment),0,26.06,6,5
USR_05633,B (Treatment),0,66.18,4,1
USR_05634,B (Treatment),0,40.12,5,2
USR_05635,B (Treatment),0,75.45,5,1
USR_05636,B (Treatment),0,94.78,1,1
USR_05637,B (Treatment),0,37.75,4,2
USR_05638,B (Treatment),0,92.73,3,1
USR_05639,B (Treatment),0,76.66,6,1
USR_05640,B (Treatment),0,29.46,2,1
USR_05641,B (Treatment),0,23.41,6,4
USR_05642,B (Treatment),0,21.99,6,2
USR_05643,B (Treatment),0,18.28,5,4
USR_05644,B (Treatment),0,87.31,3,0
USR_05645,B (Treatment),0,38.12,4,4
USR_05646,B (Treatment),1,114.31,3,2
USR_05647,B (Treatment),0,26.96,5,4
USR_05648,B (Treatment),0,30.72,4,2
USR_05649,B (Treatment),0,60.36,4,2
USR_05650,B (Treatment),0,110.76,4,1
USR_05651,B (Treatment),0,29.76,4,3
USR_05652,B (Treatment),0,71.37,4,1
USR_05653,B (Treatment),0,43.51,2,0
USR_05654,B (Treatment),0,60.81,3,1
USR_05655,B (Treatment),0,24.42,7,4
USR_05656,B (Treatment),0,66.82,4,3
USR_05657,B (Treatment),1,36.06,6,2
USR_05658,B (Treatment),0,31.73,5,2
USR_05659,B (Treatment),0,42.37,5,2
USR_05660,B (Treatment),0,63.17,5,1
USR_05661,B (Treatment),0,38.89,2,1
USR_05662,B (Treatment),0,31.95,1,0
USR_05663,B (Treatment),0,39.76,5,1
USR_05664,B (Treatment),0,39.11,4,1
USR_05665,B (Treatment),0,59.97,1,0
USR_05666,B (Treatment),0,33.4,1,0
USR_05667,B (Treatment),0,32.83,3,4
USR_05668,B (Treatment),0,24.58,5,3
USR_05669,B (Treatment),0,62.41,4,1
USR_05670,B (Treatment),0,47.5,5,2
USR_05671,B (Treatment),0,88.64,3,1
USR_05672,B (Treatment),0,81.83,7,4
USR_05673,B (Treatment),0,50.57,1,1
USR_05674,B (Treatment),0,40.64,4,1
USR_05675,B (Treatment),1,43.61,9,4
USR_05676,B (Treatment),0,28.25,4,1
USR_05677,B (Treatment),0,24.77,4,2
USR_05678,B (Treatment),0,22.25,2,0
USR_05679,B (Treatment),1,38.4,2,1
USR_05680,B (Treatment),0,4.4,2,3
USR_05681,B (Treatment),0,108.18,5,3
USR_05682,B (Treatment),0,127.24,13,9
USR_05683,B (Treatment),0,20.46,5,1
USR_05684,B (Treatment),0,126.04,5,3
USR_05685,B (Treatment),1,20.68,5,4
USR_05686,B (Treatment),0,43.77,5,0
USR_05687,B (Treatment),0,55.72,3,3
USR_05688,B (Treatment),1,46.31,5,0
USR_05689,B (Treatment),0,29.7,4,5
USR_05690,B (Treatment),1,28.7,7,1
USR_05691,B (Treatment),0,71.86,4,1
USR_05692,B (Treatment),0,90.22,2,0
USR_05693,B (Treatment),0,10.43,3,0
USR_05694,B (Treatment),0,51.18,6,5
USR_05695,B (Treatment),1,63.47,2,0
USR_05696,B (Treatment),0,48.92,6,4
USR_05697,B (Treatment),0,15.02,5,4
USR_05698,B (Treatment),0,60.37,6,5
USR_05699,B (Treatment),1,82.87,7,5
USR_05700,B (Treatment),0,24.29,4,4
USR_05701,B (Treatment),0,29.47,4,0
USR_05702,B (Treatment),0,49.49,3,5
USR_05703,B (Treatment),0,41.39,3,0
USR_05704,B (Treatment),0,29.58,2,0
USR_05705,B (Treatment),0,17.9,9,2
USR_05706,B (Treatment),0,31.37,3,2
USR_05707,B (Treatment),0,7.08,3,0
USR_05708,B (Treatment),0,64.17,6,2
USR_05709,B (Treatment),1,26.38,2,1
USR_05710,B (Treatment),0,70.64,5,2
USR_05711,B (Treatment),0,37.3,6,1
USR_05712,B (Treatment),0,47.62,4,2
USR_05713,B (Treatment),0,12.16,2,0
USR_05714,B (Treatment),0,67.16,2,1
USR_05715,B (Treatment),1,171.77,7,3
USR_05716,B (Treatment),0,33.55,3,4
USR_05717,B (Treatment),0,47.04,4,3
USR_05718,B (Treatment),0,50.96,5,0
USR_05719,B (Treatment),0,16.08,5,1
USR_05720,B (Treatment),1,19.78,4,4
USR_05721,B (Treatment),0,61.19,7,3
USR_05722,B (Treatment),0,24.3,7,4
USR_05723,B (Treatment),0,37.08,3,1
USR_05724,B (Treatment),0,47.69,3,2
USR_05725,B (Treatment),0,62.57,10,2
USR_05726,B (Treatment),0,38.47,4,3
USR_05727,B (Treatment),0,39.16,5,4
USR_05728,B (Treatment),0,155.8,5,1
USR_05729,B (Treatment),0,77.74,4,1
USR_05730,B (Treatment),0,34.2,5,3
USR_05731,B (Treatment),0,39.47,3,3
USR_05732,B (Treatment),0,121.53,7,6
USR_05733,B (Treatment),0,62.71,3,1
USR_05734,B (Treatment),1,83.98,4,2
USR_05735,B (Treatment),1,33.59,5,4
USR_05736,B (Treatment),0,30.91,4,1
USR_05737,B (Treatment),0,104.11,7,5
USR_05738,B (Treatment),0,41.5,7,2
USR_05739,B (Treatment),0,41.06,3,2
USR_05740,B (Treatment),0,32.07,5,5
USR_05741,B (Treatment),0,81.95,6,3
USR_05742,B (Treatment),0,49.29,2,0
USR_05743,B (Treatment),0,18.84,4,4
USR_05744,B (Treatment),0,29.58,4,2
USR_05745,B (Treatment),0,92.62,5,0
USR_05746,B (Treatment),0,50.05,7,0
USR_05747,B (Treatment),0,82.46,4,1
USR_05748,B (Treatment),0,56.12,1,0
USR_05749,B (Treatment),0,20.87,3,2
USR_05750,B (Treatment),0,60.04,7,4
USR_05751,B (Treatment),0,42.16,6,4
USR_05752,B (Treatment),1,30.17,3,1
USR_05753,B (Treatment),1,32.05,7,2
USR_05754,B (Treatment),0,81.18,4,0
USR_05755,B (Treatment),0,51.15,5,0
USR_05756,B (Treatment),0,48.83,3,3
USR_05757,B (Treatment),1,110.47,3,0
USR_05758,B (Treatment),0,26.68,3,1
USR_05759,B (Treatment),0,40.82,9,6
USR_05760,B (Treatment),1,28.33,4,4
USR_05761,B (Treatment),0,59.3,4,1
USR_05762,B (Treatment),0,49.41,2,0
USR_05763,B (Treatment),0,34.07,7,2
USR_05764,B (Treatment),0,37.02,3,0
USR_05765,B (Treatment),1,76.27,6,3
USR_05766,B (Treatment),0,88.48,4,2
USR_05767,B (Treatment),0,29.48,7,4
USR_05768,B (Treatment),0,176.2,4,1
USR_05769,B (Treatment),0,15.72,5,3
USR_05770,B (Treatment),0,20.24,3,0
USR_05771,B (Treatment),0,35.92,5,4
USR_05772,B (Treatment),0,25.64,3,3
USR_05773,B (Treatment),0,23.41,5,2
USR_05774,B (Treatment),0,87.17,3,1
USR_05775,B (Treatment),0,60.66,5,5
USR_05776,B (Treatment),0,46.12,5,4
USR_05777,B (Treatment),0,30.29,3,0
USR_05778,B (Treatment),0,20.89,4,2
USR_05779,B (Treatment),0,20.16,4,0
USR_05780,B (Treatment),0,86.91,4,0
USR_05781,B (Treatment),1,84.75,2,0
USR_05782,B (Treatment),0,36.49,5,3
USR_05783,B (Treatment),0,14.68,5,1
USR_05784,B (Treatment),0,63.97,3,1
USR_05785,B (Treatment),0,36.58,3,0
USR_05786,B (Treatment),0,78.28,4,0
USR_05787,B (Treatment),0,19.92,3,2
USR_05788,B (Treatment),0,45.88,7,4
USR_05789,B (Treatment),0,18.55,6,2
USR_05790,B (Treatment),0,26.15,4,0
USR_05791,B (Treatment),0,25.7,3,2
USR_05792,B (Treatment),0,36.11,4,4
USR_05793,B (Treatment),0,91.4,5,2
USR_05794,B (Treatment),0,47.45,6,1
USR_05795,B (Treatment),1,70.5,5,3
USR_05796,B (Treatment),0,45.57,4,0
USR_05797,B (Treatment),0,32.8,5,1
USR_05798,B (Treatment),0,8.18,4,2
USR_05799,B (Treatment),0,20.73,4,1
USR_05800,B (Treatment),0,43.34,5,5
USR_05801,B (Treatment),0,48.39,4,3
USR_05802,B (Treatment),0,78.45,4,1
USR_05803,B (Treatment),0,11.72,5,5
USR_05804,B (Treatment),1,140.33,3,1
USR_05805,B (Treatment),0,8.09,2,1
USR_05806,B (Treatment),0,41.53,6,3
USR_05807,B (Treatment),0,28.78,7,4
USR_05808,B (Treatment),0,21.01,6,2
USR_05809,B (Treatment),1,106.36,3,3
USR_05810,B (Treatment),0,29.61,8,3
USR_05811,B (Treatment),0,10.96,3,2
USR_05812,B (Treatment),0,16.53,7,5
USR_05813,B (Treatment),0,84.34,4,3
USR_05814,B (Treatment),0,17.18,1,0
USR_05815,B (Treatment),0,13.89,4,3
USR_05816,B (Treatment),0,48.98,7,1
USR_05817,B (Treatment),0,35.93,4,3
USR_05818,B (Treatment),0,57.92,6,4
USR_05819,B (Treatment),0,32.9,7,3
USR_05820,B (Treatment),0,67.88,5,2
USR_05821,B (Treatment),0,15.26,3,1
USR_05822,B (Treatment),0,12.97,3,0
USR_05823,B (Treatment),0,51.91,6,3
USR_05824,B (Treatment),0,35.97,5,4
USR_05825,B (Treatment),0,31.67,4,2
USR_05826,B (Treatment),0,63.95,5,3
USR_05827,B (Treatment),0,152.43,2,4
USR_05828,B (Treatment),0,13.24,3,1
USR_05829,B (Treatment),1,93.44,5,2
USR_05830,B (Treatment),0,65.67,11,6
USR_05831,B (Treatment),0,30.69,4,2
USR_05832,B (Treatment),0,111.17,1,2
USR_05833,B (Treatment),0,16.6,3,3
USR_05834,B (Treatment),0,56.63,3,3
USR_05835,B (Treatment),0,38.07,3,0
USR_05836,B (Treatment),0,30.7,5,2
USR_05837,B (Treatment),0,18.54,5,3
USR_05838,B (Treatment),0,189.18,10,4
USR_05839,B (Treatment),1,30.52,8,4
USR_05840,B (Treatment),0,5.35,1,1
USR_05841,B (Treatment),1,72.49,5,3
USR_05842,B (Treatment),0,53.51,3,1
USR_05843,B (Treatment),0,35.62,5,3
USR_05844,B (Treatment),0,33.3,6,4
USR_05845,B (Treatment),0,40.99,3,2
USR_05846,B (Treatment),0,72.87,5,4
USR_05847,B (Treatment),0,54.0,3,3
USR_05848,B (Treatment),1,59.79,5,1
USR_05849,B (Treatment),0,59.77,4,4
USR_05850,B (Treatment),0,74.93,5,1
USR_05851,B (Treatment),0,88.6,3,1
USR_05852,B (Treatment),0,26.56,2,3
USR_05853,B (Treatment),0,48.94,7,4
USR_05854,B (Treatment),0,86.05,5,1
USR_05855,B (Treatment),0,26.41,5,2
USR_05856,B (Treatment),1,98.14,8,6
USR_05857,B (Treatment),0,26.24,1,0
USR_05858,B (Treatment),0,55.29,5,4
USR_05859,B (Treatment),0,36.05,5,4
USR_05860,B (Treatment),0,32.08,5,4
USR_05861,B (Treatment),0,57.9,4,1
USR_05862,B (Treatment),0,89.05,7,3
USR_05863,B (Treatment),0,35.46,2,0
USR_05864,B (Treatment),0,93.97,8,4
USR_05865,B (Treatment),0,25.53,5,0
USR_05866,B (Treatment),0,89.84,3,1
USR_05867,B (Treatment),0,46.52,2,3
USR_05868,B (Treatment),0,53.13,1,0
USR_05869,B (Treatment),0,18.1,5,1
USR_05870,B (Treatment),0,31.14,4,2
USR_05871,B (Treatment),0,42.52,3,2
USR_05872,B (Treatment),0,83.05,3,2
USR_05873,B (Treatment),0,37.49,5,2
USR_05874,B (Treatment),1,24.03,6,3
USR_05875,B (Treatment),0,50.34,4,1
USR_05876,B (Treatment),0,130.65,4,2
USR_05877,B (Treatment),0,53.97,5,3
